Country Name,Indicator Name,Year,Observation Value,Nature,Obs_Status,Date Updated,Country Files,Footnote,Continent,Year_Total,Percentage_of_Total
El Salvador,Beach litter originating from national land-based sources ends in the Ocean,2021,10105,M,A,2022-02-02,-,-,North America,5283239,0.19
El Salvador,Beach litter originating from national land-based sources ends in the Ocean,2022,9486,M,A,2023-10-08,-,-,North America,5265779,0.18
Equatorial Guinea,Beach litter originating from national land-based sources ends in the Ocean,2017,75,M,A,2022-02-02,-,-,Africa,4753968,0.0
Equatorial Guinea,Beach litter originating from national land-based sources ends in the Ocean,2018,78,M,A,2022-02-02,-,-,Africa,4709069,0.0
Equatorial Guinea,Beach litter originating from national land-based sources ends in the Ocean,2019,68,M,A,2022-02-02,-,-,Africa,4667449,0.0
Equatorial Guinea,Beach litter originating from national land-based sources ends in the Ocean,2020,82,M,A,2022-02-02,-,-,Africa,4896483,0.0
Equatorial Guinea,Beach litter originating from national land-based sources ends in the Ocean,2021,196,M,A,2022-02-02,-,-,Africa,5283239,0.0
Equatorial Guinea,Beach litter originating from national land-based sources ends in the Ocean,2022,149,M,A,2023-10-08,-,-,Africa,5265779,0.0
Eritrea,Beach litter originating from national land-based sources ends in the Ocean,2017,612,M,A,2022-02-02,-,-,Africa,4753968,0.01
Eritrea,Beach litter originating from national land-based sources ends in the Ocean,2018,797,M,A,2022-02-02,-,-,Africa,4709069,0.02
Eritrea,Beach litter originating from national land-based sources ends in the Ocean,2019,242,M,A,2022-02-02,-,-,Africa,4667449,0.01
Eritrea,Beach litter originating from national land-based sources ends in the Ocean,2020,854,M,A,2022-02-02,-,-,Africa,4896483,0.02
Eritrea,Beach litter originating from national land-based sources ends in the Ocean,2021,305,M,A,2022-02-02,-,-,Africa,5283239,0.01
Eritrea,Beach litter originating from national land-based sources ends in the Ocean,2022,414,M,A,2023-10-08,-,-,Africa,5265779,0.01
Estonia,Beach litter originating from national land-based sources ends in the Ocean,2017,7,M,A,2022-02-02,-,-,Europe,4753968,0.0
Estonia,Beach litter originating from national land-based sources ends in the Ocean,2018,7,M,A,2022-02-02,-,-,Europe,4709069,0.0
Estonia,Beach litter originating from national land-based sources ends in the Ocean,2019,20,M,A,2022-02-02,-,-,Europe,4667449,0.0
Estonia,Beach litter originating from national land-based sources ends in the Ocean,2020,3,M,A,2022-02-02,-,-,Europe,4896483,0.0
Estonia,Beach litter originating from national land-based sources ends in the Ocean,2021,26,M,A,2022-02-02,-,-,Europe,5283239,0.0
Estonia,Beach litter originating from national land-based sources ends in the Ocean,2022,19,M,A,2023-10-08,-,-,Europe,5265779,0.0
Fiji,Beach litter originating from national land-based sources ends in the Ocean,2017,766,M,A,2022-02-02,-,-,Oceania,4753968,0.02
Fiji,Beach litter originating from national land-based sources ends in the Ocean,2018,969,M,A,2022-02-02,-,-,Oceania,4709069,0.02
Fiji,Beach litter originating from national land-based sources ends in the Ocean,2019,723,M,A,2022-02-02,-,-,Oceania,4667449,0.02
Fiji,Beach litter originating from national land-based sources ends in the Ocean,2020,758,M,A,2022-02-02,-,-,Oceania,4896483,0.02
Fiji,Beach litter originating from national land-based sources ends in the Ocean,2021,968,M,A,2022-02-02,-,-,Oceania,5283239,0.02
Fiji,Beach litter originating from national land-based sources ends in the Ocean,2022,1279,M,A,2023-10-08,-,-,Oceania,5265779,0.02
Finland,Beach litter originating from national land-based sources ends in the Ocean,2017,23,M,A,2022-02-02,-,-,Europe,4753968,0.0
Finland,Beach litter originating from national land-based sources ends in the Ocean,2018,38,M,A,2022-02-02,-,-,Europe,4709069,0.0
Finland,Beach litter originating from national land-based sources ends in the Ocean,2019,40,M,A,2022-02-02,-,-,Europe,4667449,0.0
Finland,Beach litter originating from national land-based sources ends in the Ocean,2020,13,M,A,2022-02-02,-,-,Europe,4896483,0.0
Finland,Beach litter originating from national land-based sources ends in the Ocean,2021,85,M,A,2022-02-02,-,-,Europe,5283239,0.0
Finland,Beach litter originating from national land-based sources ends in the Ocean,2022,46,M,A,2023-10-08,-,-,Europe,5265779,0.0
France,Beach litter originating from national land-based sources ends in the Ocean,2017,405,M,A,2022-02-02,-,-,Europe,4753968,0.01
France,Beach litter originating from national land-based sources ends in the Ocean,2018,507,M,A,2022-02-02,-,-,Europe,4709069,0.01
France,Beach litter originating from national land-based sources ends in the Ocean,2019,564,M,A,2022-02-02,-,-,Europe,4667449,0.01
France,Beach litter originating from national land-based sources ends in the Ocean,2020,459,M,A,2022-02-02,-,-,Europe,4896483,0.01
France,Beach litter originating from national land-based sources ends in the Ocean,2021,498,M,A,2022-02-02,-,-,Europe,5283239,0.01
France,Beach litter originating from national land-based sources ends in the Ocean,2022,520,M,A,2023-10-08,-,-,Europe,5265779,0.01
Gabon,Beach litter originating from national land-based sources ends in the Ocean,2017,12,M,A,2022-02-02,-,-,Africa,4753968,0.0
Gabon,Beach litter originating from national land-based sources ends in the Ocean,2018,9,M,A,2022-02-02,-,-,Africa,4709069,0.0
Gabon,Beach litter originating from national land-based sources ends in the Ocean,2019,10,M,A,2022-02-02,-,-,Africa,4667449,0.0
Gabon,Beach litter originating from national land-based sources ends in the Ocean,2020,14,M,A,2022-02-02,-,-,Africa,4896483,0.0
Gabon,Beach litter originating from national land-based sources ends in the Ocean,2021,17,M,A,2022-02-02,-,-,Africa,5283239,0.0
Gabon,Beach litter originating from national land-based sources ends in the Ocean,2022,18,M,A,2023-10-08,-,-,Africa,5265779,0.0
Gambia,Beach litter originating from national land-based sources ends in the Ocean,2017,3857,M,A,2022-02-02,-,-,Africa,4753968,0.08
Gambia,Beach litter originating from national land-based sources ends in the Ocean,2018,3224,M,A,2022-02-02,-,-,Africa,4709069,0.07
Gambia,Beach litter originating from national land-based sources ends in the Ocean,2019,2985,M,A,2022-02-02,-,-,Africa,4667449,0.06
Gambia,Beach litter originating from national land-based sources ends in the Ocean,2020,2712,M,A,2022-02-02,-,-,Africa,4896483,0.06
Gambia,Beach litter originating from national land-based sources ends in the Ocean,2021,1982,M,A,2022-02-02,-,-,Africa,5283239,0.04
Gambia,Beach litter originating from national land-based sources ends in the Ocean,2022,2913,M,A,2023-10-08,-,-,Africa,5265779,0.06
Georgia,Beach litter originating from national land-based sources ends in the Ocean,2017,487,M,A,2022-02-02,-,-,Asia,4753968,0.01
Georgia,Beach litter originating from national land-based sources ends in the Ocean,2018,415,M,A,2022-02-02,-,-,Asia,4709069,0.01
Georgia,Beach litter originating from national land-based sources ends in the Ocean,2019,445,M,A,2022-02-02,-,-,Asia,4667449,0.01
Georgia,Beach litter originating from national land-based sources ends in the Ocean,2020,429,M,A,2022-02-02,-,-,Asia,4896483,0.01
Georgia,Beach litter originating from national land-based sources ends in the Ocean,2021,474,M,A,2022-02-02,-,-,Asia,5283239,0.01
Georgia,Beach litter originating from national land-based sources ends in the Ocean,2022,466,M,A,2023-10-08,-,-,Asia,5265779,0.01
Germany,Beach litter originating from national land-based sources ends in the Ocean,2017,212,M,A,2022-02-02,-,-,Europe,4753968,0.0
Germany,Beach litter originating from national land-based sources ends in the Ocean,2018,543,M,A,2022-02-02,-,-,Europe,4709069,0.01
Germany,Beach litter originating from national land-based sources ends in the Ocean,2019,420,M,A,2022-02-02,-,-,Europe,4667449,0.01
Germany,Beach litter originating from national land-based sources ends in the Ocean,2020,312,M,A,2022-02-02,-,-,Europe,4896483,0.01
Germany,Beach litter originating from national land-based sources ends in the Ocean,2021,356,M,A,2022-02-02,-,-,Europe,5283239,0.01
Germany,Beach litter originating from national land-based sources ends in the Ocean,2022,472,M,A,2023-10-08,-,-,Europe,5265779,0.01
Ghana,Beach litter originating from national land-based sources ends in the Ocean,2017,1607,M,A,2022-02-02,-,-,Africa,4753968,0.03
Ghana,Beach litter originating from national land-based sources ends in the Ocean,2018,2131,M,A,2022-02-02,-,-,Africa,4709069,0.05
Ghana,Beach litter originating from national land-based sources ends in the Ocean,2019,1112,M,A,2022-02-02,-,-,Africa,4667449,0.02
Ghana,Beach litter originating from national land-based sources ends in the Ocean,2020,2814,M,A,2022-02-02,-,-,Africa,4896483,0.06
Ghana,Beach litter originating from national land-based sources ends in the Ocean,2021,312,M,A,2022-02-02,-,-,Africa,5283239,0.01
Ghana,Beach litter originating from national land-based sources ends in the Ocean,2022,2079,M,A,2023-10-08,-,-,Africa,5265779,0.04
Greece,Beach litter originating from national land-based sources ends in the Ocean,2017,6053,M,A,2022-02-02,-,-,Europe,4753968,0.13
Greece,Beach litter originating from national land-based sources ends in the Ocean,2018,7512,M,A,2022-02-02,-,-,Europe,4709069,0.16
Greece,Beach litter originating from national land-based sources ends in the Ocean,2019,9794,M,A,2022-02-02,-,-,Europe,4667449,0.21
Greece,Beach litter originating from national land-based sources ends in the Ocean,2020,7634,M,A,2022-02-02,-,-,Europe,4896483,0.16
Greece,Beach litter originating from national land-based sources ends in the Ocean,2021,8266,M,A,2022-02-02,-,-,Europe,5283239,0.16
Greece,Beach litter originating from national land-based sources ends in the Ocean,2022,6775,M,A,2023-10-08,-,-,Europe,5265779,0.13
Grenada,Beach litter originating from national land-based sources ends in the Ocean,2017,311,M,A,2022-02-02,-,-,North America,4753968,0.01
Grenada,Beach litter originating from national land-based sources ends in the Ocean,2018,348,M,A,2022-02-02,-,-,North America,4709069,0.01
Grenada,Beach litter originating from national land-based sources ends in the Ocean,2019,362,M,A,2022-02-02,-,-,North America,4667449,0.01
Grenada,Beach litter originating from national land-based sources ends in the Ocean,2020,375,M,A,2022-02-02,-,-,North America,4896483,0.01
Grenada,Beach litter originating from national land-based sources ends in the Ocean,2021,366,M,A,2022-02-02,-,-,North America,5283239,0.01
Grenada,Beach litter originating from national land-based sources ends in the Ocean,2022,379,M,A,2023-10-08,-,-,North America,5265779,0.01
Guatemala,Beach litter originating from national land-based sources ends in the Ocean,2017,15741,M,A,2022-02-02,-,-,North America,4753968,0.33
Guatemala,Beach litter originating from national land-based sources ends in the Ocean,2018,17934,M,A,2022-02-02,-,-,North America,4709069,0.38
Guatemala,Beach litter originating from national land-based sources ends in the Ocean,2019,20933,M,A,2022-02-02,-,-,North America,4667449,0.45
Guatemala,Beach litter originating from national land-based sources ends in the Ocean,2020,20233,M,A,2022-02-02,-,-,North America,4896483,0.41
Guatemala,Beach litter originating from national land-based sources ends in the Ocean,2021,19962,M,A,2022-02-02,-,-,North America,5283239,0.38
Guatemala,Beach litter originating from national land-based sources ends in the Ocean,2022,18960,M,A,2023-10-08,-,-,North America,5265779,0.36
Guinea,Beach litter originating from national land-based sources ends in the Ocean,2017,77,M,A,2022-02-02,-,-,Africa,4753968,0.0
Guinea,Beach litter originating from national land-based sources ends in the Ocean,2018,57,M,A,2022-02-02,-,-,Africa,4709069,0.0
Guinea,Beach litter originating from national land-based sources ends in the Ocean,2019,173,M,A,2022-02-02,-,-,Africa,4667449,0.0
Guinea,Beach litter originating from national land-based sources ends in the Ocean,2020,39,M,A,2022-02-02,-,-,Africa,4896483,0.0
Guinea,Beach litter originating from national land-based sources ends in the Ocean,2021,32,M,A,2022-02-02,-,-,Africa,5283239,0.0
Guinea,Beach litter originating from national land-based sources ends in the Ocean,2022,44,M,A,2023-10-08,-,-,Africa,5265779,0.0
Guinea-Bissau,Beach litter originating from national land-based sources ends in the Ocean,2017,1172,M,A,2022-02-02,-,-,Africa,4753968,0.02
Guinea-Bissau,Beach litter originating from national land-based sources ends in the Ocean,2018,532,M,A,2022-02-02,-,-,Africa,4709069,0.01
Guinea-Bissau,Beach litter originating from national land-based sources ends in the Ocean,2019,634,M,A,2022-02-02,-,-,Africa,4667449,0.01
Guinea-Bissau,Beach litter originating from national land-based sources ends in the Ocean,2020,478,M,A,2022-02-02,-,-,Africa,4896483,0.01
Guinea-Bissau,Beach litter originating from national land-based sources ends in the Ocean,2021,211,M,A,2022-02-02,-,-,Africa,5283239,0.0
Guinea-Bissau,Beach litter originating from national land-based sources ends in the Ocean,2022,173,M,A,2023-10-08,-,-,Africa,5265779,0.0
Guyana,Beach litter originating from national land-based sources ends in the Ocean,2017,1723,M,A,2022-02-02,-,-,South America,4753968,0.04
Guyana,Beach litter originating from national land-based sources ends in the Ocean,2018,1050,M,A,2022-02-02,-,-,South America,4709069,0.02
Guyana,Beach litter originating from national land-based sources ends in the Ocean,2019,1826,M,A,2022-02-02,-,-,South America,4667449,0.04
Guyana,Beach litter originating from national land-based sources ends in the Ocean,2020,3561,M,A,2022-02-02,-,-,South America,4896483,0.07
Guyana,Beach litter originating from national land-based sources ends in the Ocean,2021,3050,M,A,2022-02-02,-,-,South America,5283239,0.06
Guyana,Beach litter originating from national land-based sources ends in the Ocean,2022,3806,M,A,2023-10-08,-,-,South America,5265779,0.07
Haiti,Beach litter originating from national land-based sources ends in the Ocean,2017,52423,M,A,2022-02-02,-,-,North America,4753968,1.1
Haiti,Beach litter originating from national land-based sources ends in the Ocean,2018,55041,M,A,2022-02-02,-,-,North America,4709069,1.17
Haiti,Beach litter originating from national land-based sources ends in the Ocean,2019,52496,M,A,2022-02-02,-,-,North America,4667449,1.12
Haiti,Beach litter originating from national land-based sources ends in the Ocean,2020,58590,M,A,2022-02-02,-,-,North America,4896483,1.2
Haiti,Beach litter originating from national land-based sources ends in the Ocean,2021,58845,M,A,2022-02-02,-,-,North America,5283239,1.11
Haiti,Beach litter originating from national land-based sources ends in the Ocean,2022,61482,M,A,2023-10-08,-,-,North America,5265779,1.17
Honduras,Beach litter originating from national land-based sources ends in the Ocean,2017,886,M,A,2022-02-02,-,-,North America,4753968,0.02
Honduras,Beach litter originating from national land-based sources ends in the Ocean,2018,1635,M,A,2022-02-02,-,-,North America,4709069,0.03
Honduras,Beach litter originating from national land-based sources ends in the Ocean,2019,1411,M,A,2022-02-02,-,-,North America,4667449,0.03
Honduras,Beach litter originating from national land-based sources ends in the Ocean,2020,597,M,A,2022-02-02,-,-,North America,4896483,0.01
Honduras,Beach litter originating from national land-based sources ends in the Ocean,2021,1411,M,A,2022-02-02,-,-,North America,5283239,0.03
Honduras,Beach litter originating from national land-based sources ends in the Ocean,2022,2208,M,A,2023-10-08,-,-,North America,5265779,0.04
Iceland,Beach litter originating from national land-based sources ends in the Ocean,2017,27,M,A,2022-02-02,-,-,Europe,4753968,0.0
Iceland,Beach litter originating from national land-based sources ends in the Ocean,2018,24,M,A,2022-02-02,-,-,Europe,4709069,0.0
Iceland,Beach litter originating from national land-based sources ends in the Ocean,2019,24,M,A,2022-02-02,-,-,Europe,4667449,0.0
Iceland,Beach litter originating from national land-based sources ends in the Ocean,2020,21,M,A,2022-02-02,-,-,Europe,4896483,0.0
Iceland,Beach litter originating from national land-based sources ends in the Ocean,2021,24,M,A,2022-02-02,-,-,Europe,5283239,0.0
Iceland,Beach litter originating from national land-based sources ends in the Ocean,2022,24,M,A,2023-10-08,-,-,Europe,5265779,0.0
India,Beach litter originating from national land-based sources ends in the Ocean,2017,543137,M,A,2022-02-02,-,-,Asia,4753968,11.42
India,Beach litter originating from national land-based sources ends in the Ocean,2018,540554,M,A,2022-02-02,-,-,Asia,4709069,11.48
India,Beach litter originating from national land-based sources ends in the Ocean,2019,555142,M,A,2022-02-02,-,-,Asia,4667449,11.89
India,Beach litter originating from national land-based sources ends in the Ocean,2020,573567,M,A,2022-02-02,-,-,Asia,4896483,11.71
India,Beach litter originating from national land-based sources ends in the Ocean,2021,543740,M,A,2022-02-02,-,-,Asia,5283239,10.29
India,Beach litter originating from national land-based sources ends in the Ocean,2022,564589,M,A,2023-10-08,-,-,Asia,5265779,10.72
Indonesia,Beach litter originating from national land-based sources ends in the Ocean,2017,342552,M,A,2022-02-02,-,-,Asia,4753968,7.21
Indonesia,Beach litter originating from national land-based sources ends in the Ocean,2018,334591,M,A,2022-02-02,-,-,Asia,4709069,7.11
Indonesia,Beach litter originating from national land-based sources ends in the Ocean,2019,327188,M,A,2022-02-02,-,-,Asia,4667449,7.01
Indonesia,Beach litter originating from national land-based sources ends in the Ocean,2020,437643,M,A,2022-02-02,-,-,Asia,4896483,8.94
Indonesia,Beach litter originating from national land-based sources ends in the Ocean,2021,438617,M,A,2022-02-02,-,-,Asia,5283239,8.3
Indonesia,Beach litter originating from national land-based sources ends in the Ocean,2022,447200,M,A,2023-10-08,-,-,Asia,5265779,8.49
Iran (Islamic Republic of),Beach litter originating from national land-based sources ends in the Ocean,2017,1224,M,A,2022-02-02,-,-,Asia,4753968,0.03
Iran (Islamic Republic of),Beach litter originating from national land-based sources ends in the Ocean,2018,1228,M,A,2022-02-02,-,-,Asia,4709069,0.03
Iran (Islamic Republic of),Beach litter originating from national land-based sources ends in the Ocean,2019,1174,M,A,2022-02-02,-,-,Asia,4667449,0.03
Iran (Islamic Republic of),Beach litter originating from national land-based sources ends in the Ocean,2020,1086,M,A,2022-02-02,-,-,Asia,4896483,0.02
Iran (Islamic Republic of),Beach litter originating from national land-based sources ends in the Ocean,2021,1267,M,A,2022-02-02,-,-,Asia,5283239,0.02
Iran (Islamic Republic of),Beach litter originating from national land-based sources ends in the Ocean,2022,1292,M,A,2023-10-08,-,-,Asia,5265779,0.02
Ireland,Beach litter originating from national land-based sources ends in the Ocean,2017,50,M,A,2022-02-02,-,-,Europe,4753968,0.0
Ireland,Beach litter originating from national land-based sources ends in the Ocean,2018,70,M,A,2022-02-02,-,-,Europe,4709069,0.0
Ireland,Beach litter originating from national land-based sources ends in the Ocean,2019,135,M,A,2022-02-02,-,-,Europe,4667449,0.0
Ireland,Beach litter originating from national land-based sources ends in the Ocean,2020,105,M,A,2022-02-02,-,-,Europe,4896483,0.0
Ireland,Beach litter originating from national land-based sources ends in the Ocean,2021,170,M,A,2022-02-02,-,-,Europe,5283239,0.0
Ireland,Beach litter originating from national land-based sources ends in the Ocean,2022,114,M,A,2023-10-08,-,-,Europe,5265779,0.0
Israel,Beach litter originating from national land-based sources ends in the Ocean,2017,546,M,A,2022-02-02,-,-,Asia,4753968,0.01
Israel,Beach litter originating from national land-based sources ends in the Ocean,2018,836,M,A,2022-02-02,-,-,Asia,4709069,0.02
Israel,Beach litter originating from national land-based sources ends in the Ocean,2019,843,M,A,2022-02-02,-,-,Asia,4667449,0.02
Israel,Beach litter originating from national land-based sources ends in the Ocean,2020,742,M,A,2022-02-02,-,-,Asia,4896483,0.02
Israel,Beach litter originating from national land-based sources ends in the Ocean,2021,777,M,A,2022-02-02,-,-,Asia,5283239,0.01
Israel,Beach litter originating from national land-based sources ends in the Ocean,2022,615,M,A,2023-10-08,-,-,Asia,5265779,0.01
Italy,Beach litter originating from national land-based sources ends in the Ocean,2017,2973,M,A,2022-02-02,-,-,Europe,4753968,0.06
Italy,Beach litter originating from national land-based sources ends in the Ocean,2018,3495,M,A,2022-02-02,-,-,Europe,4709069,0.07
Italy,Beach litter originating from national land-based sources ends in the Ocean,2019,3520,M,A,2022-02-02,-,-,Europe,4667449,0.08
Italy,Beach litter originating from national land-based sources ends in the Ocean,2020,2907,M,A,2022-02-02,-,-,Europe,4896483,0.06
Italy,Beach litter originating from national land-based sources ends in the Ocean,2021,3175,M,A,2022-02-02,-,-,Europe,5283239,0.06
Italy,Beach litter originating from national land-based sources ends in the Ocean,2022,3038,M,A,2023-10-08,-,-,Europe,5265779,0.06
Jamaica,Beach litter originating from national land-based sources ends in the Ocean,2017,14558,M,A,2022-02-02,-,-,North America,4753968,0.31
Jamaica,Beach litter originating from national land-based sources ends in the Ocean,2018,15683,M,A,2022-02-02,-,-,North America,4709069,0.33
Jamaica,Beach litter originating from national land-based sources ends in the Ocean,2019,15821,M,A,2022-02-02,-,-,North America,4667449,0.34
Jamaica,Beach litter originating from national land-based sources ends in the Ocean,2020,16511,M,A,2022-02-02,-,-,North America,4896483,0.34
Jamaica,Beach litter originating from national land-based sources ends in the Ocean,2021,16747,M,A,2022-02-02,-,-,North America,5283239,0.32
Jamaica,Beach litter originating from national land-based sources ends in the Ocean,2022,16752,M,A,2023-10-08,-,-,North America,5265779,0.32
Japan,Beach litter originating from national land-based sources ends in the Ocean,2017,13342,M,A,2022-02-02,-,-,Asia,4753968,0.28
Japan,Beach litter originating from national land-based sources ends in the Ocean,2018,14157,M,A,2022-02-02,-,-,Asia,4709069,0.3
Japan,Beach litter originating from national land-based sources ends in the Ocean,2019,14697,M,A,2022-02-02,-,-,Asia,4667449,0.31
Japan,Beach litter originating from national land-based sources ends in the Ocean,2020,15330,M,A,2022-02-02,-,-,Asia,4896483,0.31
Japan,Beach litter originating from national land-based sources ends in the Ocean,2021,15894,M,A,2022-02-02,-,-,Asia,5283239,0.3
Japan,Beach litter originating from national land-based sources ends in the Ocean,2022,16369,M,A,2023-10-08,-,-,Asia,5265779,0.31
Kenya,Beach litter originating from national land-based sources ends in the Ocean,2017,6727,M,A,2022-02-02,-,-,Africa,4753968,0.14
Kenya,Beach litter originating from national land-based sources ends in the Ocean,2018,6968,M,A,2022-02-02,-,-,Africa,4709069,0.15
Kenya,Beach litter originating from national land-based sources ends in the Ocean,2019,7223,M,A,2022-02-02,-,-,Africa,4667449,0.15
Kenya,Beach litter originating from national land-based sources ends in the Ocean,2020,8185,M,A,2022-02-02,-,-,Africa,4896483,0.17
Kenya,Beach litter originating from national land-based sources ends in the Ocean,2021,7888,M,A,2022-02-02,-,-,Africa,5283239,0.15
Kenya,Beach litter originating from national land-based sources ends in the Ocean,2022,7559,M,A,2023-10-08,-,-,Africa,5265779,0.14
Kiribati,Beach litter originating from national land-based sources ends in the Ocean,2017,18,M,A,2022-02-02,-,-,Oceania,4753968,0.0
Kiribati,Beach litter originating from national land-based sources ends in the Ocean,2018,20,M,A,2022-02-02,-,-,Oceania,4709069,0.0
Kiribati,Beach litter originating from national land-based sources ends in the Ocean,2019,21,M,A,2022-02-02,-,-,Oceania,4667449,0.0
Kiribati,Beach litter originating from national land-based sources ends in the Ocean,2020,22,M,A,2022-02-02,-,-,Oceania,4896483,0.0
Kiribati,Beach litter originating from national land-based sources ends in the Ocean,2021,21,M,A,2022-02-02,-,-,Oceania,5283239,0.0
Kiribati,Beach litter originating from national land-based sources ends in the Ocean,2022,23,M,A,2023-10-08,-,-,Oceania,5265779,0.0
Kuwait,Beach litter originating from national land-based sources ends in the Ocean,2017,1293,M,A,2022-02-02,-,-,Asia,4753968,0.03
Kuwait,Beach litter originating from national land-based sources ends in the Ocean,2018,1107,M,A,2022-02-02,-,-,Asia,4709069,0.02
Kuwait,Beach litter originating from national land-based sources ends in the Ocean,2019,1346,M,A,2022-02-02,-,-,Asia,4667449,0.03
Kuwait,Beach litter originating from national land-based sources ends in the Ocean,2020,1402,M,A,2022-02-02,-,-,Asia,4896483,0.03
Kuwait,Beach litter originating from national land-based sources ends in the Ocean,2021,1669,M,A,2022-02-02,-,-,Asia,5283239,0.03
Kuwait,Beach litter originating from national land-based sources ends in the Ocean,2022,923,M,A,2023-10-08,-,-,Asia,5265779,0.02
Latvia,Beach litter originating from national land-based sources ends in the Ocean,2017,1,M,A,2022-02-02,-,-,Europe,4753968,0.0
Latvia,Beach litter originating from national land-based sources ends in the Ocean,2018,23,M,A,2022-02-02,-,-,Europe,4709069,0.0
Latvia,Beach litter originating from national land-based sources ends in the Ocean,2019,2,M,A,2022-02-02,-,-,Europe,4667449,0.0
Latvia,Beach litter originating from national land-based sources ends in the Ocean,2020,6,M,A,2022-02-02,-,-,Europe,4896483,0.0
Latvia,Beach litter originating from national land-based sources ends in the Ocean,2021,25,M,A,2022-02-02,-,-,Europe,5283239,0.0
Latvia,Beach litter originating from national land-based sources ends in the Ocean,2022,15,M,A,2023-10-08,-,-,Europe,5265779,0.0
Lebanon,Beach litter originating from national land-based sources ends in the Ocean,2017,5635,M,A,2022-02-02,-,-,Asia,4753968,0.12
Lebanon,Beach litter originating from national land-based sources ends in the Ocean,2018,7542,M,A,2022-02-02,-,-,Asia,4709069,0.16
Lebanon,Beach litter originating from national land-based sources ends in the Ocean,2019,8142,M,A,2022-02-02,-,-,Asia,4667449,0.17
Lebanon,Beach litter originating from national land-based sources ends in the Ocean,2020,6918,M,A,2022-02-02,-,-,Asia,4896483,0.14
Lebanon,Beach litter originating from national land-based sources ends in the Ocean,2021,7013,M,A,2022-02-02,-,-,Asia,5283239,0.13
Lebanon,Beach litter originating from national land-based sources ends in the Ocean,2022,5510,M,A,2023-10-08,-,-,Asia,5265779,0.1
Liberia,Beach litter originating from national land-based sources ends in the Ocean,2017,41,M,A,2022-02-02,-,-,Africa,4753968,0.0
Liberia,Beach litter originating from national land-based sources ends in the Ocean,2018,168,M,A,2022-02-02,-,-,Africa,4709069,0.0
Liberia,Beach litter originating from national land-based sources ends in the Ocean,2019,131,M,A,2022-02-02,-,-,Africa,4667449,0.0
Liberia,Beach litter originating from national land-based sources ends in the Ocean,2020,23,M,A,2022-02-02,-,-,Africa,4896483,0.0
Liberia,Beach litter originating from national land-based sources ends in the Ocean,2021,58,M,A,2022-02-02,-,-,Africa,5283239,0.0
Liberia,Beach litter originating from national land-based sources ends in the Ocean,2022,79,M,A,2023-10-08,-,-,Africa,5265779,0.0
Libya,Beach litter originating from national land-based sources ends in the Ocean,2017,19733,M,A,2022-02-02,-,-,Africa,4753968,0.42
Libya,Beach litter originating from national land-based sources ends in the Ocean,2018,25684,M,A,2022-02-02,-,-,Africa,4709069,0.55
Libya,Beach litter originating from national land-based sources ends in the Ocean,2019,28309,M,A,2022-02-02,-,-,Africa,4667449,0.61
Libya,Beach litter originating from national land-based sources ends in the Ocean,2020,22757,M,A,2022-02-02,-,-,Africa,4896483,0.46
Libya,Beach litter originating from national land-based sources ends in the Ocean,2021,26865,M,A,2022-02-02,-,-,Africa,5283239,0.51
Libya,Beach litter originating from national land-based sources ends in the Ocean,2022,22771,M,A,2023-10-08,-,-,Africa,5265779,0.43
Lithuania,Beach litter originating from national land-based sources ends in the Ocean,2017,1,M,A,2022-02-02,-,-,Europe,4753968,0.0
Lithuania,Beach litter originating from national land-based sources ends in the Ocean,2018,14,M,A,2022-02-02,-,-,Europe,4709069,0.0
Lithuania,Beach litter originating from national land-based sources ends in the Ocean,2019,5,M,A,2022-02-02,-,-,Europe,4667449,0.0
Lithuania,Beach litter originating from national land-based sources ends in the Ocean,2020,7,M,A,2022-02-02,-,-,Europe,4896483,0.0
Lithuania,Beach litter originating from national land-based sources ends in the Ocean,2021,11,M,A,2022-02-02,-,-,Europe,5283239,0.0
Lithuania,Beach litter originating from national land-based sources ends in the Ocean,2022,10,M,A,2023-10-08,-,-,Europe,5265779,0.0
Madagascar,Beach litter originating from national land-based sources ends in the Ocean,2017,1565,M,A,2022-02-02,-,-,Africa,4753968,0.03
Madagascar,Beach litter originating from national land-based sources ends in the Ocean,2018,1611,M,A,2022-02-02,-,-,Africa,4709069,0.03
Madagascar,Beach litter originating from national land-based sources ends in the Ocean,2019,1721,M,A,2022-02-02,-,-,Africa,4667449,0.04
Madagascar,Beach litter originating from national land-based sources ends in the Ocean,2020,1714,M,A,2022-02-02,-,-,Africa,4896483,0.04
Madagascar,Beach litter originating from national land-based sources ends in the Ocean,2021,1760,M,A,2022-02-02,-,-,Africa,5283239,0.03
Madagascar,Beach litter originating from national land-based sources ends in the Ocean,2022,1849,M,A,2023-10-08,-,-,Africa,5265779,0.04
Malaysia,Beach litter originating from national land-based sources ends in the Ocean,2017,209217,M,A,2022-02-02,-,-,Asia,4753968,4.4
Malaysia,Beach litter originating from national land-based sources ends in the Ocean,2018,205600,M,A,2022-02-02,-,-,Asia,4709069,4.37
Malaysia,Beach litter originating from national land-based sources ends in the Ocean,2019,213562,M,A,2022-02-02,-,-,Asia,4667449,4.58
Malaysia,Beach litter originating from national land-based sources ends in the Ocean,2020,232841,M,A,2022-02-02,-,-,Asia,4896483,4.76
Malaysia,Beach litter originating from national land-based sources ends in the Ocean,2021,234941,M,A,2022-02-02,-,-,Asia,5283239,4.45
